chr5	113776056	113778061	Iscu
chr7	98562807	98565237	Lrrc32
chr8	13036020	13039520	F10
chr2	69047016	69048000	Nostrin
chr7	99359684	99361133	Serpinh1
chr8	12879819	12880921	
chr4	120913612	120915459	Exo5
chr16	20701458	20702890	Fam131a
chr7	43552904	43555568	Zfp658
chr19	10913933	10915890	Zp1
chr5	124119476	124120989	Arl6ip4
chr11	32194921	32196710	Il9r
chr13	49054892	49057062	Fam120aos
chr8	11430138	11431840	E230013L22Rik
chr5	139351165	139352144	Cyp2w1
chr6	135228120	135230817	Gsg1
chr9	106221977	106223709	Tlr9
chr19	45551854	45553115	Poll
chr4	17634818	17636239	Mmp16
chr4	43425253	43426346	Fam166b
chr10	45467919	45470755	Lin28b
chr10	75683740	75685225	Susd2
chr13	3525733	3526936	Gdi2
chr13	73803266	73804475	Slc12a7
chr5	113164414	113165780	2900026A02Rik
chr17	23682910	23684879	Cldn9
chr9	58475292	58476469	Insyn1
chr7	28254531	28255747	Eid2
chr8	124326706	124327688	Galnt2
chr1	91079846	91081077	Lrrfip1
chr4	145463393	145464620	Smarca5-ps
chr5	137471932	137473161	Zan
chr15	97949280	97950315	Tmem106c
chr9	56897566	56898181	Snx33
chr15	27875838	27877353	Trio
chr19	5756000	5758514	Scyl1
chr8	84219979	84220407	Mir3074-2
chr2	28796219	28797129	Gtf3c4
chr8	122437862	122438547	Mvd
chr9	108108224	108112373	Apeh
chr2	26512803	26514164	Gm35978
chr11	51643461	51644902	D930048N14Rik
chr12	101006981	101008336	Mir1190
chr19	43695297	43696200	Entpd7
chr4	149126235	149127180	Cort
chr10	128388387	128390667	Mir6915
chr8	70598272	70598957	Isyna1
chr6	49210270	49211338	Igf2bp3
chr12	113066165	113068581	Tex22
chr19	55569310	55571755	4930552P12Rik
chr12	102353276	102355076	Rin3
chr8	25708256	25709929	Plpp5
chr3	87958842	87959348	Crabp2
chr9	107333601	107334819	Hemk1
chr8	27120286	27121983	Brf2
chr19	45527786	45529153	Poll
chr8	124732310	124733689	Arv1
chr6	116663550	116664834	Rassf4
chr9	44435291	44436495	Foxr1
chr1	165603461	165604783	Mpzl1
chr10	7581961	7583290	Lrp11
chr7	81348060	81348776	Rps17
chr4	141173905	141174783	Fbxo42
chr11	54091626	54093556	P4ha2
chr11	117863995	117865363	Tmem235
chr10	78405941	78407053	Mir6907
chr4	19902998	19905197	Atp6v0d2
chrX	36869884	36870949	Ube2a
chr16	91864354	91865336	Atp5o
chr7	30298695	30301480	Clip3
chr11	62148022	62149271	Specc1
chr2	153198250	153199746	Tspyl3
chr2	167714981	167715908	A530013C23Rik
chr8	10537623	10539002	B930025P03Rik
chr1	135451259	135453006	Mir1231
chr9	53700315	53700965	Rab39
chr1	184477859	184479065	1700112H15Rik
chr11	5128917	5129689	
chr8	16263599	16264697	Mir3106
chr5	30803318	30804545	Mapre3
chr14	50896214	50898624	Klhl33
chr13	13808221	13809519	Gng4
chr3	88365716	88367980	Paqr6
chr7	101503167	101505148	Mir139
chr18	37840733	37843430	Mir6979
chr3	88360141	88361988	Paqr6
chr18	13306475	13307349	Hrh4
chr12	24251645	24252938	9030624G23Rik
chr3	79574089	79574838	4930589L23Rik
chr17	34858142	34859377	Mir6972
chr15	82021983	82023164	Xrcc6
chr4	46613703	46616018	Coro2a
chr16	5210037	5211269	Mir6364
chr7	34189061	34190041	Pdcd2l
chr5	144282919	144284737	Gm15708
chr17	81679179	81680100	Slc8a1
chr8	105982809	105984479	Dpep3
chr11	55106306	55107280	Gm2a
chr19	18330514	18331358	Ostf1
chr9	114486946	114488865	Ccr4
chr9	73106325	73106886	Khdc3
chr6	83154188	83154689	Wdr54
chr8	87938011	87939696	Zfp423
chr19	45529625	45531173	Poll
chr14	50823496	50825629	Parp2
chr15	82937386	82938336	Mir3080
chr5	106709370	106710191	Zfp644
chr7	79703651	79704482	Kif7
chr18	68159373	68161188	Ldlrad4
chr11	115964098	115965774	Itgb4
chr8	122429870	122430720	Cyba
chr13	30701964	30703328	Dusp22
chr4	33549184	33550601	Mir8118
chr10	76780029	76781261	Pcbp3
chr9	108998643	108999664	Pfkfb4
chr9	21946948	21948315	Swsap1
chr19	45544067	45545567	Poll
chr2	25233197	25234301	Slc34a3
chr11	62620972	62622062	Snord65
chr8	27093234	27094107	Adgra2
chr7	66232499	66233837	Chsy1
chr11	76587002	76588920	Abr
chr11	96952410	96953457	D030028A08Rik
chr5	111518966	111520567	C130026L21Rik
chr6	3559803	3560681	Vps50
chr7	36030193	36030898	Zfp507
chr7	45004036	45005652	Irf3
chr10	79945680	79947730	Wdr18
chr6	49217153	49218861	Igf2bp3
chr5	30897521	30898783	Agbl5
chr5	137418468	137419860	Zan
chr3	157296986	157297996	4930592C13Rik
chr3	122300812	122302022	Mir760
chr2	93198648	93201477	Trp53i11
chr2	158744532	158746710	Fam83d
chr13	95014323	95014935	Wdr41
chr19	6291127	6291798	Ehd1
chr19	55577154	55577888	4930552P12Rik
chr9	65108882	65110060	Igdcc4
chr3	116536320	116537704	Dbt
chr4	134005122	134006264	Dhdds
chr5	147023629	147025279	Lnx2
chr8	27106185	27108681	Brf2
chr15	75708831	75709708	Rhpn1
chr8	125183192	125185090	Disc1
chr9	110706484	110707420	Pth1r
chr11	119435855	119437090	Mir1932
chr7	44489778	44490652	5430431A17Rik
chr17	25677832	25678479	Gng13
chr8	13239650	13240789	Adprhl1
chr8	13683685	13686807	Rasa3
chr7	80615846	80616931	Gm15880
chr5	137079841	137080312	Serpine1
chr17	83846028	83848438	Haao
chr15	103462163	103463473	Nckap1l
chr16	93033967	93034360	Runx1
chr4	107095956	107098320	Cdcp2
chr19	45549847	45550620	Poll
chr11	32198430	32200391	Il9r
chr17	25462238	25463724	Tekt4
chr14	25613723	25616065	Gm45915
chr5	136248044	136248676	Sh2b2
chr6	88474626	88476366	Ruvbl1
chr4	107590550	107591611	Dmrtb1
chr5	122798322	122800221	Camkk2
chr11	120279489	120282211	Bahcc1
chr4	139258533	139259722	Pqlc2
chr10	75693357	75694529	Susd2
chr7	80765815	80766471	Iqgap1
chr2	166801272	166801827	Arfgef2
chr6	94221592	94222579	4930511A08Rik
chr4	141713097	141715201	Ddi2
chr9	35542996	35543602	Ddx25
chr2	37756234	37758881	Crb2
chr13	30628649	30630580	4930519D14Rik
chr11	98313540	98314679	Neurod2
chr3	9583621	9584387	Zfp704
chr4	134772662	134774426	Ldlrap1
chr7	142633764	142634453	Mir483
chr4	32358205	32359228	Bach2
chr12	85181934	85183404	Pgf
chr10	80313287	80316215	2310011J03Rik
chr5	90413804	90415495	Alb
chr4	150757229	150759875	Mir12196
chr8	70328758	70332847	Gdf1
chr1	90696841	90697745	Cops8
chr17	29702817	29705775	Ccdc167
chr1	133367489	133368435	Etnk2
chr1	78701925	78703791	Utp14b
chrY	258214	259560	1700020D14Rik
chr2	29697872	29699436	Gm13420
chr10	78363809	78364630	Agpat3
chr4	150788865	150789626	Mir12196
chr18	35026766	35027791	Hspa9
chr1	74781673	74784762	Wnt10a
chr11	119143443	119144580	Mir6934
chr6	49213039	49216377	Igf2bp3
chr15	78923234	78923974	Lgals1
chr11	79573507	79574492	Rab11fip4
chr5	139448879	139450297	3110082I17Rik
chr2	153924308	153926163	Bpifb3
chr17	46048915	46050324	Vegfa
chr6	51177666	51179332	Mir148a
chr5	113800136	113800987	Tmem119
chr16	18218686	18221385	Ccdc188
chr5	121340573	121342276	Trafd1
chr2	126620790	126621735	Hdc
chr2	32991762	32992807	Slc2a8
chr7	29316852	29320219	Dpf1
chr19	42015696	42019750	Ankrd2
chr4	31094158	31094939	4930556G01Rik
chr17	87795914	87798987	Kcnk12
chr5	115627990	115628758	1110006O24Rik
chr7	142427951	142428803	Syt8
chr16	44496790	44497749	Mir3081
chr4	106749335	106750690	Fam151a
chr4	118143879	118145442	St3gal3
chr7	45097303	45098187	Rcn3
chr17	47213963	47214694	Trerf1
chr7	118848862	118849823	Knop1
