chr11	67667157	67668857	Rcvrn
chr8	72757563	72758693	F2rl3
chr13	85723918	85725157	Cox7c
chr13	31443319	31444236	Foxq1
chr15	82180761	82182202	Mir33
chr9	30313271	30315539	Snx19
chr1	90633300	90634650	Cops8
chr3	57511748	57513042	Wwtr1
chr3	99112727	99114601	Wars2
chr8	61257946	61259772	1700001D01Rik
chr19	20600634	20603546	Aldh1a1
chr4	130074587	130076116	Col16a1
chr7	70273750	70275034	Gm29683
chr17	79471014	79473863	4930429F11Rik
chr9	33240304	33241880	Gm27162
chrX	68494185	68495823	Fmr1os
chr2	54197768	54199267	Rprm
chr7	84521977	84523236	Gm2115
chr12	24893927	24896012	Mboat2
chr9	87210558	87211620	Cep162
chr16	53238142	53239414	4930404A05Rik
chr19	11107552	11108481	1700017D01Rik
chr15	66964160	66965645	Ndrg1
chr6	6188829	6189703	Slc25a13
chr11	113972335	113973538	Sdk2
chr12	53484630	53485737	Npas3
chr13	83481410	83485510	Mef2c
chr11	82041119	82042444	Ccl7
chr4	123778555	123779630	Rhbdl2
chr6	139735789	139736847	Pik3c2g
chr13	69594404	69595711	Srd5a1
chr8	25026968	25028782	Tm2d2
chr19	20613801	20615118	Aldh1a1
chr14	85155799	85156928	9630013A20Rik
chr11	59282647	59283535	Wnt3a
chr4	63084271	63085122	Ambp
chr10	25023333	25024650	Arg1
chr1	51288153	51290966	Cavin2
chr5	132883437	132885011	Auts2
chr1	160692697	160693722	Rabgap1l
chr12	26477625	26478717	Cmpk2
chr7	46559303	46560732	Sergef
chr12	64875041	64877354	Gm527
chr5	92331114	92333094	Art3
chr1	13850571	13852242	Gm5523
chr10	52132712	52134493	Ros1
chr14	18462111	18463095	Ube2e1
chr10	16494697	16495400	Gm20125
chr10	23284670	23286048	Eya4
chr8	92010067	92011126	Irx3
chr8	112935249	112936801	Gm10280
chr6	128494666	128496069	Pzp
chr9	27321410	27322578	Igsf9b
chr1	132803606	132804708	Nfasc
chr1	173037148	173038098	Olfr16
chr6	107494007	107495440	Lrrn1
chr15	41846088	41847120	Oxr1
chr3	65434635	65435879	Ssr3
chr7	49318070	49318892	Nav2
chr14	76310049	76311092	2900040C04Rik
chr8	76987248	76988513	Nr3c2
chr8	93332083	93333136	Ces1g
chrX	98379956	98381130	Ar
chr9	104873655	104874820	Mrpl3
chrX	160384558	160385842	Adgrg2
chr3	81943506	81944231	Ctso
chr5	132878337	132879176	Auts2
chr10	3147485	3148961	B020014A21Rik
chr14	68819704	68820791	Adam28
chr15	33155546	33157139	Cpq
chr9	117570886	117571927	Rbms3
chr7	46104105	46105029	Kcnj11
chr3	62374311	62375716	Arhgef26
chr6	14596419	14598088	Ppp1r3a
chr10	27265711	27266481	4930579H20Rik
chr7	119527096	119527951	Acsm5
chr5	120185811	120187133	Gm10390
chr8	116813959	116815023	4930563M20Rik
chr6	56933816	56934852	Nt5c3
chr16	42919185	42920827	Gm19522
chr17	7607291	7608365	Fndc1
chr4	98188005	98190674	Tm2d1
chr13	64323613	64324468	Prxl2c
chr10	69611455	69612332	Ank3
chr17	64129580	64131450	1110058D11Rik
chr8	57468215	57469345	Scrg1
chr11	88686960	88687741	Msi2
chr16	48432859	48434308	Morc1
chr10	117658274	117660199	Cpm
chr16	23842415	23843383	Sst
chr19	24007097	24008472	Fam189a2
chr1	51299587	51301334	Cavin2
chr5	89793327	89794437	Adamts3
chr2	110351458	110352446	Fibin
chr14	120888363	120889265	Ipo5
chr6	109862770	109864235	Grm7
chr12	71852498	71853897	Daam1
chr10	121149869	121151382	4930432O09Rik
chr3	51326412	51328152	Elf2
chr3	24880308	24881841	Naaladl2
chr6	31513599	31514191	Podxl
chr7	63315861	63317035	Chrna7
chr14	105646895	105648010	Mir6390
chr11	119931915	119934290	Baiap2
chr18	46614718	46616037	Eif1a
chr14	18460386	18461472	Ube2e1
chr16	23780288	23781486	Sst
chr3	99048704	99049559	Gm12440
chr7	49202608	49203873	9130015G15Rik
chr4	123792046	123793614	Rhbdl2
chr7	58749339	58750585	Atp10a
chr18	33292126	33293517	Stard4
chr3	140950091	140951784	Pdha2
chr5	28012797	28014653	Insig1
chr1	176052829	176054322	Becn2
chr5	21139403	21140021	Gsap
chr10	92325075	92326178	Gm20757
chr13	10053194	10054677	Zmynd11
chr3	57554933	57556256	Wwtr1
chr8	83195996	83196576	Tbc1d9
chr6	72768636	72769477	Tcf7l1
chr16	55663641	55664546	Nfkbiz
chr9	60026578	60028595	Gm7616
chr6	73513101	73514894	1700065L07Rik
chr3	25062833	25064356	Naaladl2
chrX	137569501	137573650	Il1rapl2
chr12	79600143	79600941	Rad51b
chr2	71473437	71475055	Metap1d
chr4	120612309	120614812	Gm8439
chr2	5286169	5287220	Mir466d
chr5	25846348	25848706	Actr3b
chr18	12524022	12525145	Lama3
chr1	66881769	66882515	Acadl
chr2	24674139	24675227	Cacna1b
chr7	99734005	99735557	Olfr520
chr8	83202332	83203583	Tbc1d9
chr6	32550100	32551270	Plxna4
chr2	67611611	67613017	Mir7224
chr18	36422705	36423734	Pfdn1
chr5	100911260	100913074	Gpat3
chr15	62286579	62288418	H2afy3
chr4	83511514	83513515	Ccdc171
chr14	33350581	33353258	Mapk8
chr7	75498941	75501346	Akap13
chr3	105428197	105429828	Kcnd3
chr15	12651742	12652970	Pdzd2
chr3	121258523	121259664	Tmem56
chr11	81451228	81452401	1700071K01Rik
chr8	10292189	10294680	Myo16
chr1	35860583	35863088	Hs6st1
chr4	100358039	100358983	Ube2u
chr10	52658162	52659565	Slc35f1
chr4	33260667	33262324	Pnrc1
chr1	40640885	40641813	Slc9a2
chr3	152791557	152793263	Pigk
chr4	127418878	127420073	Gjb5
chr2	74152547	74153598	4930441J16Rik
chr19	34649710	34651371	Ifit1
chr18	37264266	37265867	Pcdhb1
chr10	69652414	69653466	Ank3
chr13	10219867	10221224	Chrm3
chr2	144186594	144188665	Gm5535
chr13	95566843	95567682	F2rl1
chr13	48443537	48445203	Zfp169
chr19	21440702	21442616	Gda
chr10	17326384	17327311	Gm20125
chr10	24167863	24169539	Stx7
chr9	92274070	92276822	Plscr2
chr8	17412618	17414237	Csmd1
chr4	151165257	151166244	Gm13090
chr7	95853002	95854352	Tenm4
chr14	64011161	64013568	Rp1l1
chr5	130740752	130741702	Caln1
chr17	49995720	49997115	Rftn1
chr9	27212919	27214427	Jam3
chr3	26530709	26532793	Spata16
chr7	89663334	89665150	Me3
chr4	142283439	142284613	Kazn
chr16	92620521	92622767	Runx1
chr3	129471530	129472625	Pou5f1-rs4
chr15	92146503	92147574	Cntn1
chr4	59399177	59399823	Susd1
chr6	53727042	53729043	Tril
chr8	32304510	32305557	Gm8179
chr5	105408834	105409784	Lrrc8b
chr11	80274988	80276092	Rhbdl3
chr14	121384268	121385052	Stk24
chr8	126550680	126551615	Irf2bp2
chr10	31536281	31539827	Rnf217
chr8	64844147	64844552	Klhl2
chrX	114340663	114341677	Klhl4
chr17	32478404	32480103	Cyp4f39
chr2	52437574	52438795	Arl5a
chr7	49296403	49298206	Nav2
chr12	7816343	7817629	Apob
chr12	27603839	27604756	Sox11
chr19	61279271	61281228	Csf2ra
chr3	100990055	100990832	Ttf2
chr3	83445484	83446886	1700028M03Rik
chr5	76643904	76645348	Cep135
chr2	132006053	132007548	Rassf2
chr8	83625645	83627064	Dnajb1
chr9	25493693	25494604	Eepd1
chr3	52865826	52867157	Gm20750
chr15	61438453	61440529	D030024E09Rik
chr12	82298874	82299879	Sipa1l1
chr9	92340423	92341582	1700057G04Rik
chr9	104853648	104855084	Mrpl3
chr7	112946463	112947436	Rassf10
chr12	15814403	15818086	Trib2
chr6	81822905	81823657	Mir7232
chr6	11534653	11535655	Ndufa4
chr12	101723134	101724395	Tc2n
chr8	36494782	36495735	Trmt9b
chr2	141274004	141274889	Flrt3
chr2	90502968	90505671	Ptprj
chr2	67438228	67439448	Xirp2
chr8	120644268	120645303	1190005I06Rik
