ID	name	Binom_Genome_Fraction	Binom_Expected	Binom_Observed_Region_Hits	Binom_Fold_Enrichment	Binom_Region_Set_Coverage	Binom_Raw_PValue	Binom_Adjp_BH	Hyper_Total_Genes	Hyper_Expected	Hyper_Observed_Gene_Hits	Hyper_Fold_Enrichment	Hyper_Gene_Set_Coverage	Hyper_Term_Gene_Coverage	Hyper_Raw_PValue	Hyper_Adjp_BH
GO:0009987	cellular process	0.8087012	2698.636	3001	1.112043	0.8993108	7.578564e-47	9.920340276e-43	14736	2614.529	2770	1.059464	0.7297155	0.187975	7.246484e-10	3.56603291578947e-08
GO:0065007	biological regulation	0.7141606	2383.154	2710	1.137149	0.8121067	3.998491e-39	2.6170123595e-35	12332	2188.001	2337	1.068098	0.6156481	0.189507	3.382852e-08	1.28877062267442e-06
GO:0044707	single-multicellular organism process	0.4717849	1574.346	1936	1.229717	0.5801618	2.835523e-36	1.23723320233333e-32	5396	957.3833	1354	1.414272	0.3566913	0.2509266	6.393537e-57	8.369139933e-53
GO:0050896	response to stimulus	0.5096722	1700.776	2055	1.208272	0.6158226	3.886247e-35	1.27177433075e-31	8144	1444.946	1542	1.067168	0.4062171	0.1893418	0.0001938077	0.00289275118928164
GO:0048518	positive regulation of biological process	0.4300224	1434.985	1787	1.245309	0.5355109	1.280964e-34	3.353563752e-31	5281	936.9795	1249	1.333007	0.3290306	0.2365082	8.693544e-37	1.034531736e-33
GO:0070887	cellular response to chemical stimulus	0.2015823	672.6802	969	1.440506	0.2903806	1.770638e-34	3.86294190333333e-31	2224	394.5924	582	1.47494	0.1533193	0.2616906	5.725844e-26	2.02571075567568e-23
GO:0050789	regulation of biological process	0.6887307	2298.294	2613	1.13693	0.7830387	3.103243e-34	5.80306441e-31	11715	2078.53	2205	1.060846	0.5808746	0.1882202	2.842718e-06	7.72016153941909e-05
GO:0050794	regulation of cellular process	0.668373	2230.361	2542	1.139726	0.7617621	2.791592e-32	4.56774241e-29	11181	1983.785	2102	1.059591	0.5537408	0.1879975	1.213378e-05	0.000277192286561955
GO:0048583	regulation of response to stimulus	0.2979167	994.1479	1312	1.319723	0.3931675	5.742897e-32	8.35272463666667e-29	3491	619.3894	858	1.385235	0.2260274	0.2457748	3.867626e-29	2.10946768083333e-26
GO:0008152	metabolic process	0.5484657	1830.23	2152	1.175809	0.6448906	7.973045e-30	1.0436715905e-26	8684	1540.756	1697	1.101408	0.4470495	0.1954169	7.762492e-09	3.25676347051282e-07
GO:0044763	single-organism cellular process	0.6416077	2141.045	2445	1.141966	0.732694	1.92672e-29	2.2927968e-26	8980	1593.273	1952	1.225151	0.5142255	0.2173719	1.759587e-38	2.303299383e-35
GO:0002376	immune system process	0.1251584	417.6535	646	1.546737	0.1935871	2.85895e-29	3.11863795833333e-26	1744	309.4286	395	1.276547	0.1040569	0.2264908	3.188803e-08	1.22408889354839e-06
GO:0044238	primary metabolic process	0.5060814	1688.794	2010	1.190199	0.6023374	3.684186e-29	3.70969190307692e-26	7840	1391.009	1544	1.109986	0.4067439	0.1969388	8.817295e-09	3.61813139655172e-07
GO:0032502	developmental process	0.4659767	1554.964	1874	1.205173	0.5615823	1.228196e-28	1.14836326e-25	5388	955.9639	1321	1.381851	0.3479979	0.2451745	9.591524e-49	2.22295907166667e-45
GO:0048731	system development	0.3977869	1327.415	1643	1.237744	0.4923584	1.330661e-28	1.16122349933333e-25	4168	739.5059	1091	1.475309	0.2874078	0.2617562	6.596721e-53	4.3175538945e-49
GO:0009893	positive regulation of metabolic process	0.2732537	911.8475	1204	1.320396	0.3608031	1.63755e-28	1.33972059375e-25	3106	551.0809	773	1.402698	0.2036354	0.2488731	1.095056e-27	5.51318578461538e-25
GO:0044767	single-organism developmental process	0.4639297	1548.133	1866	1.205323	0.5591849	1.921035e-28	1.47919695e-25	5348	948.8669	1313	1.383756	0.3458904	0.2455123	1.018927e-48	2.22295907166667e-45
GO:0031325	positive regulation of cellular metabolic process	0.2552997	851.9352	1138	1.335782	0.3410249	2.18396e-28	1.58822424444444e-25	2914	517.0154	723	1.398411	0.1904636	0.2481126	2.552186e-25	8.352028685e-23
GO:0071704	organic substance metabolic process	0.5299766	1768.532	2082	1.177248	0.6239137	4.195703e-28	2.89061854052632e-25	8229	1460.027	1621	1.110253	0.4270285	0.1969863	2.10875e-09	9.61795731707317e-08
GO:0044699	single-organism process	0.7764693	2591.078	2842	1.096841	0.8516632	5.686138e-28	3.721577321e-25	13115	2326.924	2496	1.072661	0.6575342	0.1903164	2.310106e-10	1.24441512510288e-08
GO:0051716	cellular response to stimulus	0.4363689	1456.163	1770	1.215523	0.5304165	6.990151e-28	4.35719412333333e-25	6626	1175.616	1258	1.070078	0.3314015	0.1898581	0.0008007504	0.00946867455826558
